Date,Day,Number of pages,Pages scraped,Number of articles,Section,Titles by page,Number of titles scraped on this page
2001/01/09,星期二,12,2,91,国内要闻,"['工行信贷向个人住房贷款倾斜', '西北人工增水工程启动', '江西湖南治污基本达标', '国家税务总局做出明确规定', '春节沪深两市休市16天', '公安部授予专案组集体一等功', '天津一司机状告市物价局', '民工工资应兑现', '我国将发射亚太五号卫星', '政府公报免费发行', '香港外汇储备资产达1075亿美元', '图片报道', '打折也要标原因  商家不得蒙顾客', '字正音准有法依  主持播音莫随意', '“保姆条例”将出台  合法权益受保护', '上海清欠职工医疗费用', '新疆调整医疗服务价格']",17
2001/01/09,星期二,12,3,91,国际,"['库福尔就任加纳总统', '伊要求驱逐一观察员', '菲将就总统弹劾案投票', '欧洲应成为和平之乡', '叙巴谴责以镇压行径', '害人亦害己', '中伊合作潜力大', '中土外长签署双边行动计划', '目击未遂政变', '印度扶贫新举措', '胡锦涛会见伊朗外长']",11
2001/01/09,星期二,12,4,91,要闻,"['江泽民在北京市考察工作', '坚定信心  乘势前进  迈好跨入新世纪第一步', '姜春云会见德国客人', '贾庆林会见日本客人', '王忠禹会见哥伦比亚客人', '文化信息网站遍布全军', '北京专家落户“蒙西”', '采取有力措施确保受灾群众欢度春节', '提高国家公务员素质和领导能力', '陕西7年500万人越过温饱线', '黄启璪同志逝世', '图片报道', '沈阳树立无假典型', '北京人才“直通车”提速', '仙桃机关干部进村入户排疑解难']",15
2001/01/09,星期二,12,5,91,国民经济,"['酱腌菜质量令人忧', '农垦系统大幅度扭亏', '企业管理现代化创新成果公布']",3
2001/01/09,星期二,12,6,91,政治·法律·社会,"['领导干部要真正深入下去', '干部人事制度改革迈出新步伐', '中共中央办公厅关于在农村开展“三个代表”重要思想学习教育活动的意见']",3
2001/01/09,星期二,12,7,91,国际·体育,"['卫星导航高速公路', '重返国际社会  加速经济发展', '数字技术展风采', '图片报道', '女排联赛第五轮激战连场', '中国选手接力赛再夺两银', '中国男足开始世界杯预选赛热身之旅', '大学生篮球联赛东北区决出女子两强', '中国足球队去年创造两项世界第一', '中国尽遣好手出战国际乒联总决赛', '辽宁竞走队抵北海冬训', '中国三女将出征世界职业围棋赛']",12
2001/01/09,星期二,12,8,91,广告,['热烈祝贺宣城撤地设市'],1
2001/01/09,星期二,12,9,91,理论,"['源于实践的思考', '实现宏伟目标关键在党', '还是要埋头苦干', '县域经济健康发展的新格局']",4
2001/01/09,星期二,12,10,91,科技,"['为现代化注入强大动力', '自主创新 发展核电']",2
2001/01/09,星期二,12,11,91,广告,['热烈庆祝山东菏泽撤地设市'],1
2001/01/09,星期二,12,12,91,大地·文化纵横,"['湖南卫视娱乐栏目面貌一新', '演唱新组合将亮相京城', '人民群众的《伟大的创造》', '中华世纪坛展出国宝', '《原野》走进北大', '“心理时间”讨论生活', '娜拉“嫁”到中国', '韦唯唱起《海神妈祖》', '私利驱使', '上海双年展带来了什么', '余隆说  爱乐乐团任重道远', '真心实意地为人民服务', '图片报道']",13
2001/01/10,星期三,12,1,104,要闻,"['坚持团结、教育、挽救政策', '三峡电力东送工程开工', '北京地区天气预报', '我国第一艘无人飞船“神舟二号”发射成功', '江泽民会见日本客人', '全国旅游发展工作会议召开', '意大利总理将访华', '江泽民致电祝贺“神舟二号”发射成功', '李鹏抵孟买受到热烈欢迎']",9
2001/01/10,星期三,12,2,104,国内要闻,"['遮掩过错不申请  国家赔偿难到位', '商城敛财出歪招  不卖东西开发票', '旅游预报屡有误  因噎废食不可取', '加强领导狠抓落实做好农业和农村工作', '国企改革脱困三年目标基本实现', '我国瓷器史推前一千多年', '献给新世纪的厚礼', '三九严寒无所惧  南北蛟龙傲冰河', '邵逸夫再捐两亿港元', '春运第一天', '推进交通改革发展再上新台阶']",11
2001/01/10,星期三,12,3,104,国际,"['李鹏抵孟买受到热烈欢迎', '全国政协副主席霍英东抵柬访问', '欧洲继续关注贫铀弹问题', '科总统谴责未遂政变', '土耳其总统会见唐家璇', '美前州长索取贿赂  年逾七旬坐牢十年', '李鹏会见马哈拉施特拉邦邦长', '成立中国和平统一促进会']",8
2001/01/10,星期三,12,4,104,要闻,"['以“三个代表”重要思想为指导  推进新世纪高校改革与发展', '用更多新的优秀作品教育党员干部', '加强管理扩大福利彩票发行', '“百城万店青年文明号促销创效”活动展开', '“台湾村”同胞情浓', '博士后欢聚北大', '《农村“三个代表”学习教育问答》出版', '许嘉璐会见德国客人', '中共友好代表团赴古巴访问', '联合国秘书长安南将访华', '李菊生同志逝世', '吴建华同志逝世', '图片报道', '“必访必谈”见真情']",14
2001/01/10,星期三,12,5,104,国民经济,"['全国旅游发展工作会议召开', '打响备耕第一战', '让旅游业大放光彩', '畜牧业吸纳劳力近亿人  渔业养殖比例继续提高', '交通基础设施建设将加快', '粮食安全不容忽视', '山东华能并入华能国际公司', '商品防伪网络系统工程启动', '海阳建成黑核桃育苗基地', '鹿泉旋窑水泥项目点火试车', '张店地税自律为先接受监督', '北京星牌建材公司成立', '新世界利宝中国发展公司成立', '长江口事故频发  海事局鸣响警钟']",14
2001/01/10,星期三,12,6,104,教育·科技·文化,"['全国北京图书订货会昨开幕', '中科院勾画10年发展蓝图', '一控双达标基本完成', '人工心脏有望延年', '清华科技与首都经济对接', '十大科普好书评选揭晓', '华东师大出版社向西部捐图书', '北京小学生竞赛唐诗儿歌', '“电子政务”事半功倍', '大秧歌扭出警民情', '秸秆焚烧发电变废为宝', '中国医药医疗器械品牌展开幕', '网络新闻传播教育研讨会举行', '武警北京指挥学院揭牌', '让农业跨上科技骏马', '新年遇佳景  观赏月全食']",16
2001/01/10,星期三,12,7,104,国际,"['走向全方位的一极', '金融护甲与心理效应', '中国书画展在巴黎举行', '纽约时报网络公司大裁员', '阿根廷更改马岛纪念日', '巴列车出轨死伤百余人', '股市网络化领头羊']",7
2001/01/10,星期三,12,8,104,体育,"['张璇击败韩国棋手杀入四强', '王磊将与胡耀宇争夺挑战权', '百名书画名家将为世界大运会献佳作', '北京铁路局群体活动红红火火', '大学生篮球联赛东北赛区收兵', '八一足球队获春训邀请赛冠军', '图片报道', '为桥牌运动尽心尽力', '大连实德俱乐部加强自身建设']",9
2001/01/10,星期三,12,9,104,民主和法制周刊,"['相约新世纪', '新世纪寄语', '喜看硕果累累', '崛起的基石']",4
2001/01/10,星期三,12,10,104,民主和法制周刊,"['黎明前的黑暗', '唤醒沉睡的雄狮', '民主与法制的大倒退', '民主法制建设开创新纪元', '民主的呐喊和实践']",5
2001/01/10,星期三,12,11,104,民主和法制周刊,"['依法治国  12亿中国人的选择', '立法驶上快车道：以宪法为核心的社会主义法律体系框架形成', '基层民主得到了进一步加强', '从人治到法治  各级行政机关经历了历史性变革', '打击犯罪  维护稳定  保障公正  政法队伍肩负党和人民的重托', '拨乱反正  开启民主法制新时代']",6
2001/01/10,星期三,12,12,104,民主和法制周刊,['读者是《民主和法制》周刊的良师益友'],1
2001/01/11,星期四,12,1,145,要闻,"['全国宣传部长会议在京召开', '2000年我国进出口：4743亿美元', '李鹏为本报《民主和法制》周刊题词并寄语', '为建设社会主义法治国家而努力', '胡锦涛离伊朗抵大马士革', '李鹏在孟买参观访问', '“话不说大点没人信”', '薄熙来任辽宁省代省长', '第二届全球化论坛明日举行', '北京地区天气预报']",10
2001/01/11,星期四,12,2,145,国内要闻,"['我库存作物种质资源量跃居世界第一', '去年我国旅游总收入达4519亿元', '贯彻新《渔业法》要有两方面突破', '四十六万学子竞考硕研', '镇政府状告家长  辍学生重返课堂', '教师工资久拖欠  建庙修楼却成风', '还林还草还湿地  天鹅翩跹黄河滩', '好了伤疤忘了痛  脱贫竟卖扶贫书', '一哄而上搞藏药  无序竞争令人忧', '空着铺位不卖票  有钱不赚为哪般', '学校管理要规范  学生维权有法依', '宁夏贫困地区儿童获赠乙肝疫苗', '《现代农民保健丛书》出版', '山西9家医院  药品招标采购', '鉴定医疗事故  山东改进做法', '文化部春节晚会准备就绪', '青年京剧演员同台竞技', '《中国美术史》全部出齐', '《现代汉语模范字典》面世', '云南省文博协会成立', '停止沙漠边缘土地开发']",21
2001/01/11,星期四,12,3,145,国际,"['以巴领导人分别与克林顿通话', '澳大利亚走向何方', '柬坚持一个中国立场', '新年伊始选举忙', '波乌两国总统访南', '美国务卿呼吁新政府延续外交政策', '意将调查贫铀弹问题', '阿利用卫星反逃税', '去年全球灾害损失380亿美元', '美又发生枪杀事件', '日开发出小型雷达', '图片报道', '友谊永存', '泰国政要会见项怀诚', '李鹏会见柯棣华大夫亲属', '印尼与亚齐运动达成协议']",16
2001/01/11,星期四,12,4,145,要闻,"['全国宣传部长会议在京召开', '在港台胞举行迎春联谊活动', '检察长的接待日', '中国延安精神研究会举行座谈会', '维护民族团结加快民族地区发展', '全国妇联举办农村妇女科技大集', '许嘉璐会见南非客人', '图片报道', '图片报道', '“心连心”艺术团感动三峡移民', '支书当起预报员', '隐瞒岂能过关']",12
2001/01/11,星期四,12,5,145,国民经济,"['上海口岸外贸突破千亿大关', '打假，斩草须除根', '袁希尧和他创办的绿色银行', '黄淮海灌溉项目接轨国际', '无极农民发“牛”财', '网上预订火车票', '华侨城“买”了曲阜旅游', '旅游业向出国游市场“开刀”', '水利工程建设有了强制标准', '铁路  强化八纵八横', '乡镇企业速度效益同步增', '机电商会召开会员大会', '大连海关去年税收大幅增长', '北京晨光创业投资公司成立', '光大支持北京经济发展', '科龙推出智能网络家居系统', '深圳市艾比艾公司组成采购团', '民航将建三大区管中心', '中国进出口银行支持北京交通建设', '北京商行向中关村“输血”', '图片报道', '感受北良港']",22
2001/01/11,星期四,12,6,145,政治·法律·社会,"['迅速启动全面部署', '培训县乡领导干部', '精心修订实施方案', '着手建立督查机制', '光彩事业要走向世界', '努力保障老干部政治和生活待遇', '多出法学学术新成果', '我国金融机构求贤若渴', '一万六千余警察离岗受训', '雪域盛开文明花', '《史鉴》光盘在京出版', '中央台推出纪实广播《现在开庭》', '北京运钞车无线报警联网系统开通', '大连舰院向“取经者”取经', '武警石家庄支队加强基层党建', '武警阿坝州六中队七班获荣誉称号', '驻海南某军代处二十一年安全运兵', '安徽境内长江航标二十年无事故', '北京警方开通反扒热线已三年', '林口法院开展便民诉讼', '图片报道', '团圆', '深圳向“红包”亮“红牌”', '咸安区狠刹乡镇领导“走读”风', '江尾镇农村立起“道德岗”']",25
2001/01/11,星期四,12,7,145,国际,"['加速建设电子政府', '新世纪首次月全食', '阿联酋的房产“黑洞”', '还网络一片蓝天', '“地球村”断想']",5
2001/01/11,星期四,12,8,145,体育,"['名将扬威悉尼国际网球赛', '八一险胜  广东惜败', '中国队3∶6负于拉齐奥队', '北京奥申委完成《申办报告》', '中国奈克明队胜红星队', '沈阳军区举办老干部体育游艺比赛', '高峰落户天津泰达足球俱乐部', '于根伟将以租借方式赴乌拉圭踢球', '星牌杯北方城市台球赛开杆']",9
